Company Name,Exchange:Ticker,S&P Entity ID,Industry Classifications,Company Type,Exchanges [Primary Listing],Exchanges [Secondary Listings],Website,Geographic Region,Headquarters - Country,Offices,Primary Address
Ciena Corporation (NYSE:CIEN),NYSE:CIEN,349154,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.ciena.com,United States and Canada,United States,"3500 Carling Avenue 
Ottawa, Ontario    K2H 8E9
Canada
Main Phone: 613-670-2000

Headquarters
7035 Ridge Road 
Hanover, Maryland    21076
United States
Main Phone: 410-694-5700
Main Fax: 410-694-5750
Other Phone: 800-921-1144","Headquarters
7035 Ridge Road 
Hanover, Maryland    21076
United States
Main Phone: 410-694-5700
Main Fax: 410-694-5750
Other Phone: 800-921-1144"
"Cirrus Logic, Inc. (NasdaqGS:CRUS)",NasdaqGS:CRUS,309272,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.cirrus.com,United States and Canada,United States,"Headquarters
800 West 6th Street 
Austin, Texas    78701
United States
Main Phone: 512-851-4000
Main Fax: 512-851-4977
Other Phone: 800-888-5016

3100 West Warren Avenue 
Fremont, California    94538
United States
Main Phone: 510-623-8300
Main Fax: 510-226-2240","Headquarters
800 West 6th Street 
Austin, Texas    78701
United States
Main Phone: 512-851-4000
Main Fax: 512-851-4977
Other Phone: 800-888-5016"
"Cisco Systems, Inc. (NasdaqGS:CSCO)",NasdaqGS:CSCO,130285,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.cisco.com,United States and Canada,United States,"Level 10
80 Pacific Highway 
North Sydney, New South Wales    2060
Australia
Main Phone: 61 2 8446 6000
Main Fax: 61 2 8446 8400

Level 14
101 Collins Street 
Melbourne, Victoria    3000
Australia
Main Phone: 61 3 9659 4200
Main Fax: 61 3 9659 4299

Av. das Nacoes Unidas, 12901
2nd Floor
Room 1
Brooklin Novo 
Sao Paulo, São Paulo    04578-000
Brazil
Main Phone: 55 01 5503 9999
Main Fax: 55 11 5508 9998

595 Burrard Street
Suite 2123
Bentall 3 
Vancouver, British Columbia    V7X 1J1
Canada
Main Phone: 604-647-2300
Main Fax: 604-647-2399

7-12F Building C
Yintai Office Tower B
No. 2 Jianguomenwai Ave
Chaoyang District 
Beijing    100022
China
Main Phone: 86 10 8515 5000
Main Fax: 86 10 8515 5960

11 Rue Camille Desmoulins 
Issy-les-Moulineaux, Ile-de-France    92130
France
Main Phone: 33 1 58 04 54 71

Ludwig-Erhard-Strasse 3 
Frankfurt, Hessen    65760
Germany
Main Phone: 49 06196 773 9800
Main Fax: 49 06196 773 9777
Other Phone: 800 187 36 52

31/Fl.
Great Eagle Centre
23 Harbour Road 
Wanchai
Hong Kong
Main Phone: 852 2588 3100
Main Fax: 852 2588 3299

1st Floor
BPTP I Park
#15 Udyog Vihar
Phase-IV 
Gurgaon, Haryana    122015
India
Main Phone: 91 12 4440 2000
Main Fax: 91 12 4440 2006

Unit A 602, 6th Floor
One BKC, C-66, G Block,
Bandra Kurla Complex,
Bandra (East), 
Mumbai, Maharashtra    400051
India

Block P6
Eastpoint Business Park
Leinster
Dublin 3 
Dublin, Co. Dublin    D03 Y564
Ireland
Main Phone: 353 1 819 2700
Main Fax: 353 1 819 2818
Other Phone: 800 556 670

Domaniewska 39 B
Topaz Building 
Warsaw    02-672
Poland
Main Phone: 48 225 72 27 00
Main Fax: 48 225 72 27 01

Krylatsky Hills Business Park
2nd Floor
Building D
17 Krylatsky Street 
Moscow    121614
Russia
Main Phone: 7 495 961 1410
Main Fax: 7 495 961 1469

8 Changi Business Park
Avenue 1
#05-51
UE BizHub East 
Singapore    486018
Singapore
Main Phone: 65 6317 7777
Main Fax: 65 6317 7799
Other Phone: 800 4481627

1st Floor
South Entrance
15 Georgian Crescent
Bryanston 
Johannesburg, Gauteng    2021
South Africa
Main Phone: 27 11 267 1000
Main Fax: 27 11 267 1100

5F ASEM Tower
517 Yeongdongdaero
Samsung1-dong
Gangnam-gu 
Seoul    135-798
South Korea
Main Phone: 82 2 3429 8000
Main Fax: 82 2 3453 0851

Avenida de la vega
15. Main access: Francisca Delgado, 4
Arroyo de la Vega
Alcobendas 
Madrid, Madrid    28108
Spain
Main Phone: 34 912 01 20 00
Main Fax: 34 912 01 20 01

Avenue des Uttins 5 
Rolle    CH-1180
Switzerland
Main Fax: 41 21 822 16 10

9-11 New Square Park
Bedfont Lakes 
Feltham, Middlesex    TW14 8HA
United Kingdom
Main Phone: 44 20 8824 1000
Main Fax: 44 20 8824 1001

12515 Research Boulevard
Building 3 
Austin, Texas    78759
United States
Main Phone: 512-378-1112
Main Fax: 512-466-2346

2200 East President George Bush Turnpike
Building 6 
Richardson, Texas    75082
United States
Main Phone: 469-255-0000
Main Fax: 469-255-6799

Headquarters
170 West Tasman Drive 
San Jose, California    95134
United States
Main Phone: 408-526-4000

500 Terry A. Francois Boulevard 
San Francisco, California    94158
United States
Main Phone: 415-632-1000
Main Fax: 415-255-9629
Other Phone: 888-490-0918

771 Alder Drive 
Milpitas, California    95035
United States

8200 NW 41st Street
Suite 400 
Miami, Florida    33166
United States
Main Phone: 305-718-2600
Main Fax: 305-718-2699

9501 Technology Boulevard 
Rosemont, Illinois    60018
United States
Main Phone: 847-678-6600

125 High Street
High Street Tower
Floor 21 
Boston, Massachusetts    02110
United States
Main Phone: 617-261-3760

55 Hayden Avenue
Suite 4200 
Lexington, Massachusetts    02421
United States
Main Phone: 781-402-6465
Main Fax: 781-402-6499

Saint Paul, Minnesota
United States

7025 Kit Creek Road 
Morrisville, North Carolina    27560
United States
Main Phone: 919-993-5579
Main Fax: 919-788-1299

9850 Double R Boulevard
Park Center East 
Reno, Nevada    89521-2965
United States
Main Phone: 775-789-5700
Main Fax: 775-789-5866

One Penn Plaza Suite 510
6th & 9th Floors 
New York, New York    10119
United States
Main Phone: 212-714-4000
Main Fax: 212-714-4005","Headquarters
170 West Tasman Drive 
San Jose, California    95134
United States
Main Phone: 408-526-4000"
Cision Ltd. (NYSE:CISN),NYSE:CISN,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.cision.com,United States and Canada,United States,"Headquarters
130 East Randolph Street
7th Floor 
Chicago, Illinois    60601
United States
Main Phone: 312-922-2400","Headquarters
130 East Randolph Street
7th Floor 
Chicago, Illinois    60601
United States
Main Phone: 312-922-2400"
"Citrix Systems, Inc. (NasdaqGS:CTXS)",NasdaqGS:CTXS,341578,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.citrix.com,United States and Canada,United States,"18 Westlands Road
One Island East
63rd Floor
Suite 6301-10 
Quarry Bay
Hong Kong
Main Phone: 852 2100 5000
Main Fax: 852 3405 3001

33 Ulsoor Road 
Bangalore, Karnataka    560042
India
Main Phone: 91 80 3954 1000
Main Fax: 91 80 3954 1060

Rheinweg 9 
Schaffhausen    8200
Switzerland
Main Phone: 41 52 635 77 00
Main Fax: 41 52 635 77 11

4988 Great America Parkway 
Santa Clara, California    95054
United States
Main Phone: 408-790-8000
Other Phone: 800-424-8749

7414 Hollister Avenue 
Goleta, California    93117
United States
Main Phone: 805-690-6400
Main Fax: 805-690-6471

2525 Ponce de Leon
Suite 1100 
Coral Gables, Florida    33134
United States
Main Phone: 786-449-3700
Main Fax: 786-449-3701

Headquarters
851 West Cypress Creek Road 
Fort Lauderdale, Florida    33309
United States
Main Phone: 954-267-3000
Other Phone: 800-424-8749

14 Crosby Drive 
Bedford, Massachusetts    01730
United States
Main Phone: 781-301-8000
Main Fax: 781-301-0050","Headquarters
851 West Cypress Creek Road 
Fort Lauderdale, Florida    33309
United States
Main Phone: 954-267-3000
Other Phone: 800-424-8749"
"Clearfield, Inc. (NasdaqGM:CLFD)",NasdaqGM:CLFD,-,Information Technology (Primary),Public Company,Nasdaq Global Market (NasdaqGM),-,www.clearfieldconnection.com,United States and Canada,United States,"Headquarters
7050 Winnetka Avenue North
Suite 100 
Brooklyn Park, Minnesota    55428
United States
Main Phone: 763-476-6866
Main Fax: 763-475-8457
Other Phone: 800-422-2537","Headquarters
7050 Winnetka Avenue North
Suite 100 
Brooklyn Park, Minnesota    55428
United States
Main Phone: 763-476-6866
Main Fax: 763-475-8457
Other Phone: 800-422-2537"
"ClearOne, Inc. (NasdaqCM:CLRO)",NasdaqCM:CLRO,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.clearone.com,United States and Canada,United States,"Headquarters
Edgewater Corporate Park South Tower
5225 Wiley Post Way
Suite 500 
Salt Lake City, Utah    84116
United States
Main Phone: 801-975-7200
Main Fax: 801-303-5711
Other Phone: 800-945-7730","Headquarters
Edgewater Corporate Park South Tower
5225 Wiley Post Way
Suite 500 
Salt Lake City, Utah    84116
United States
Main Phone: 801-975-7200
Main Fax: 801-303-5711
Other Phone: 800-945-7730"
ClearSign Combustion Corporation (NasdaqCM:CLIR),NasdaqCM:CLIR,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.clearsign.com,United States and Canada,United States,"Headquarters
12870 Interurban Avenue South 
Seattle, Washington    98168
United States
Main Phone: 206-673-4848
Main Fax: 206-299-3553","Headquarters
12870 Interurban Avenue South 
Seattle, Washington    98168
United States
Main Phone: 206-673-4848
Main Fax: 206-299-3553"
"Cloudera, Inc. (NYSE:CLDR)",NYSE:CLDR,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.cloudera.com,United States and Canada,United States,"Headquarters
Building 3
1001 Page Mill Road 
Palo Alto, California    94304
United States
Main Phone: 650-362-0488
Other Phone: 888-789-1488","Headquarters
Building 3
1001 Page Mill Road 
Palo Alto, California    94304
United States
Main Phone: 650-362-0488
Other Phone: 888-789-1488"
"Coda Octopus Group, Inc. (NasdaqCM:CODA)",NasdaqCM:CODA,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.codaoctopusgroup.com,United States and Canada,United States,"Headquarters
7380 West Sand Lake Road
Suite 500 
Lakeland, Florida    32819
United States
Main Phone: 407-217-6402
Other Phone: 863-937-8985","Headquarters
7380 West Sand Lake Road
Suite 500 
Lakeland, Florida    32819
United States
Main Phone: 407-217-6402
Other Phone: 863-937-8985"
Cognex Corporation (NasdaqGS:CGNX),NasdaqGS:CGNX,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.cognex.com,United States and Canada,United States,"Headquarters
One Vision Drive 
Natick, Massachusetts    01760
United States
Main Phone: 508-650-3000","Headquarters
One Vision Drive 
Natick, Massachusetts    01760
United States
Main Phone: 508-650-3000"
Cognizant Technology Solutions Corporation (NasdaqGS:CTSH),NasdaqGS:CTSH,578154,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.cognizant.com,United States and Canada,United States,"Vanenburg IT Park
3rd Floor
""H"" Building
Madhapur 
Hyderabad, Andhra Pradesh    500 081
India
Main Phone: 91 40 4451 4444
Main Fax: 91 40 5536 7026

#5/535, Old Mahabalipuram Road
Okkiam
Thoraipakkam 
Chennai, Tamil Nadu    600 096
India
Main Phone: 91 44 4209 6000
Main Fax: 91 44 4209 6060

Delaware
United States

Headquarters
Glenpointe Centre West
500 Frank W. Burr Boulevard 
Teaneck, New Jersey    07666
United States
Main Phone: 201-801-0233
Main Fax: 201-801-0243
Other Phone: 888-937-3277","Headquarters
Glenpointe Centre West
500 Frank W. Burr Boulevard 
Teaneck, New Jersey    07666
United States
Main Phone: 201-801-0233
Main Fax: 201-801-0243
Other Phone: 888-937-3277"
"Coherent, Inc. (NasdaqGS:COHR)",NasdaqGS:COHR,577310,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.coherent.com,United States and Canada,United States,"Headquarters
5100 Patrick Henry Drive 
Santa Clara, California    95054
United States
Main Phone: 408-764-4000
Main Fax: 408-764-4800
Other Phone: 800-227-8840

Delaware
United States","Headquarters
5100 Patrick Henry Drive 
Santa Clara, California    95054
United States
Main Phone: 408-764-4000
Main Fax: 408-764-4800
Other Phone: 800-227-8840"
"Cohu, Inc. (NasdaqGS:COHU)",NasdaqGS:COHU,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.cohu.com,United States and Canada,United States,"Headquarters
12367 Crosthwaite Circle 
Poway, California    92064
United States
Main Phone: 858-848-8100
Main Fax: 858-848-8180
Other Phone: 858-848-8000","Headquarters
12367 Crosthwaite Circle 
Poway, California    92064
United States
Main Phone: 858-848-8100
Main Fax: 858-848-8180
Other Phone: 858-848-8000"
"CommerceHub, Inc. (NasdaqGM:CHUB.K)",NasdaqGM:CHUB.K,-,Information Technology (Primary),Public Company,Nasdaq Global Market (NasdaqGM),"NasdaqGM:CHUB.A
Company: CommerceHub, Inc.
(IQT376706962) - Nasdaq Global Market (NasdaqGM)",www.commercehub.com,United States and Canada,United States,"Headquarters
ZEN Building
6th Floor
201 Fuller Road 
Albany, New York    12203
United States
Main Phone: 518-810-0700","Headquarters
ZEN Building
6th Floor
201 Fuller Road 
Albany, New York    12203
United States
Main Phone: 518-810-0700"
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",NasdaqGS:COMM,551447,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.commscope.com,United States and Canada,United States,"Delaware
United States

128 South Tryon Street
Suite 1550 
Charlotte, North Carolina    28202
United States
Main Phone: 704-632-0200

Headquarters
1100 CommScope Place, SE 
Hickory, North Carolina    28602
United States
Main Phone: 828-324-2200","Headquarters
1100 CommScope Place, SE 
Hickory, North Carolina    28602
United States
Main Phone: 828-324-2200"
"Communications Systems, Inc. (NasdaqGM:JCS)",NasdaqGM:JCS,-,Information Technology (Primary),Public Company,Nasdaq Global Market (NasdaqGM),-,www.commsystems.com,United States and Canada,United States,"Headquarters
10900 Red Circle Drive 
Minnetonka, Minnesota    55343
United States
Main Phone: 952-996-1674
Main Fax: 952-941-2322","Headquarters
10900 Red Circle Drive 
Minnetonka, Minnesota    55343
United States
Main Phone: 952-996-1674
Main Fax: 952-941-2322"
"Commvault Systems, Inc. (NasdaqGS:CVLT)",NasdaqGS:CVLT,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.commvault.com,United States and Canada,United States,"Headquarters
1 CommVault Way 
Tinton Falls, New Jersey    07724
United States
Main Phone: 732-870-4000
Main Fax: 732-870-4525
Other Phone: 888-746-3849","Headquarters
1 CommVault Way 
Tinton Falls, New Jersey    07724
United States
Main Phone: 732-870-4000
Main Fax: 732-870-4525
Other Phone: 888-746-3849"
"Computer Task Group, Incorporated (NasdaqGS:CTG)",NasdaqGS:CTG,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.ctg.com,United States and Canada,United States,"Headquarters
800 Delaware Avenue 
Buffalo, New York    14209
United States
Main Phone: 716-882-8000
Main Fax: 716-887-7464","Headquarters
800 Delaware Avenue 
Buffalo, New York    14209
United States
Main Phone: 716-882-8000
Main Fax: 716-887-7464"
Comtech Telecommunications Corp. (NasdaqGS:CMTL),NasdaqGS:CMTL,114397,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.comtechtel.com,United States and Canada,United States,"Delaware
United States

Headquarters
68 South Service Road
Suite 230 
Melville, New York    11747
United States
Main Phone: 631-962-7000","Headquarters
68 South Service Road
Suite 230 
Melville, New York    11747
United States
Main Phone: 631-962-7000"
Concurrent Computer Corporation (NasdaqGM:CCUR),NasdaqGM:CCUR,-,Information Technology (Primary),Public Company,Nasdaq Global Market (NasdaqGM),-,www.ccur.com,United States and Canada,United States,"Headquarters
4375 River Green Parkway
Suite 100 
Duluth, Georgia    30096
United States
Main Phone: 678-258-4000","Headquarters
4375 River Green Parkway
Suite 100 
Duluth, Georgia    30096
United States
Main Phone: 678-258-4000"
Conduent Incorporated (NYSE:CNDT),NYSE:CNDT,586202,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.conduent.com,United States and Canada,United States,"2828 N. Haskell Ave., Bldg.1 – 9th Floor 
Dallas, Texas    75204
United States

Headquarters
100 Campus Drive
Suite 200 
Florham Park, New Jersey    07932
United States
Main Phone: 973-261-7100
Other Phone: 877-414-2676","Headquarters
100 Campus Drive
Suite 200 
Florham Park, New Jersey    07932
United States
Main Phone: 973-261-7100
Other Phone: 877-414-2676"
Control4 Corporation (NasdaqGS:CTRL),NasdaqGS:CTRL,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.control4.com,United States and Canada,United States,"Headquarters
11734 South Election Road 
Salt Lake City, Utah    84020
United States
Main Phone: 801-523-3100
Main Fax: 801-523-3199
Other Phone: 888-400-4070","Headquarters
11734 South Election Road 
Salt Lake City, Utah    84020
United States
Main Phone: 801-523-3100
Main Fax: 801-523-3199
Other Phone: 888-400-4070"
Convergys Corporation (NYSE:CVG),NYSE:CVG,329146,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.convergys.com,United States and Canada,United States,"Cambourne Business Park
Building 2010 
Cambridge    CB23 6DN
United Kingdom
Main Phone: 44 1223 705000

11800 Sunrise Valley Drive 
Reston, Virginia    20191
United States
Main Phone: 703-885-5600

8000 Baymeadows Way 
Jacksonville, Florida    32256
United States
Main Phone: 904 636-1000

Headquarters
201 East Fourth Street 
Cincinnati, Ohio    45202
United States
Main Phone: 513-723-7000","Headquarters
201 East Fourth Street 
Cincinnati, Ohio    45202
United States
Main Phone: 513-723-7000"
"CoreLogic, Inc. (NYSE:CLGX)",NYSE:CLGX,484164,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.corelogic.com,United States and Canada,United States,"Sydney
Australia

Headquarters
40 Pacifica
Suite 900 
Irvine, California    92618
United States
Main Phone: 949-214-1000
Other Phone: 800-426-1466

District Of Columbia
United States","Headquarters
40 Pacifica
Suite 900 
Irvine, California    92618
United States
Main Phone: 949-214-1000
Other Phone: 800-426-1466"
"Cornerstone OnDemand, Inc. (NasdaqGS:CSOD)",NasdaqGS:CSOD,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.cornerstoneondemand.com,United States and Canada,United States,"Headquarters
1601 Cloverfield Boulevard
Suite 600 South 
Santa Monica, California    90404
United States
Main Phone: 310-752-0200
Main Fax: 310-752-0199
Other Phone: 888-365-2763","Headquarters
1601 Cloverfield Boulevard
Suite 600 South 
Santa Monica, California    90404
United States
Main Phone: 310-752-0200
Main Fax: 310-752-0199
Other Phone: 888-365-2763"
Corning Incorporated (NYSE:GLW),NYSE:GLW,113617,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.corning.com,United States and Canada,United States,"31/f, Century Commerce & Trade Center, No.989, Cha 
Shanghai    20003-1
China

836 North Street
Building 300
Suite 3401 
Tewksbury, Massachusetts    01876
United States
Main Phone: 978-442-2200
Main Fax: 978-442-2476

800 17th Street NW 
Hickory, North Carolina    28601
United States
Main Phone: 828-901-5000
Main Fax: 828-325-5060

1164 23rd Street SE 
Hickory, North Carolina    28602
United States
Main Phone: 828-901-5615
Main Fax: 828-901-5799

One West Market Street
6th Floor 
Corning, New York    14831
United States
Main Phone: 607-974-4488
Main Fax: 607-974-4050

Houghton Park
A-Building 
Corning, New York    14831
United States

Headquarters
One Riverfront Plaza 
Corning, New York    14831
United States
Main Phone: 607-974-9000","Headquarters
One Riverfront Plaza 
Corning, New York    14831
United States
Main Phone: 607-974-9000"
"CoStar Group, Inc. (NasdaqGS:CSGP)",NasdaqGS:CSGP,504179,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.costar.com,United States and Canada,United States,"Headquarters
1331 L Street NW 
Washington, District Of Columbia    20005
United States
Main Phone: 202-346-6500
Main Fax: 877-739-0486
Other Phone: 800-204-5960","Headquarters
1331 L Street NW 
Washington, District Of Columbia    20005
United States
Main Phone: 202-346-6500
Main Fax: 877-739-0486
Other Phone: 800-204-5960"
CounterPath Corporation (TSX:PATH),TSX:PATH,-,Information Technology (Primary),Public Company,-,"NasdaqCM:CPAH
Company: CounterPath Corporation
(IQT38245399) - Nasdaq Capital Market (NasdaqCM)",www.counterpath.com,United States and Canada,Canada,"350 Terry Fox Drive
Suite 300 
Ottawa, Ontario    K2K 2P5
Canada
Main Phone: 613-254-8886

Headquarters
One Bentall Centre
3rd Floor
Suite 300
505 Burrard Street 
Vancouver, British Columbia    V7X 1M3
Canada
Main Phone: 604-320-3344
Main Fax: 604-320-3399
Other Phone: 877-818-3777","Headquarters
One Bentall Centre
3rd Floor
Suite 300
505 Burrard Street 
Vancouver, British Columbia    V7X 1M3
Canada
Main Phone: 604-320-3344
Main Fax: 604-320-3399
Other Phone: 877-818-3777"
Coupa Software Incorporated (NasdaqGS:COUP),NasdaqGS:COUP,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.coupa.com,United States and Canada,United States,"Headquarters
1855 South Grant Street 
San Mateo, California    94402
United States
Main Phone: 650-931-3200","Headquarters
1855 South Grant Street 
San Mateo, California    94402
United States
Main Phone: 650-931-3200"
CPI Card Group Inc. (NasdaqGS:PMTS),NasdaqGS:PMTS,570860,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.cpicardgroup.com,United States and Canada,United States,"Headquarters
10026 West San Juan Way 
Littleton, Colorado    80127
United States
Main Phone: 303-973-9311
Main Fax: 303-973-8420

1220 Trade Drive
Unit 101 
North Las Vegas, Nevada    89030
United States
Main Phone: 702-352-1773
Main Fax: 702-636-8543","Headquarters
10026 West San Juan Way 
Littleton, Colorado    80127
United States
Main Phone: 303-973-9311
Main Fax: 303-973-8420"
CPS Technologies Corporation (NasdaqCM:CPSH),NasdaqCM:CPSH,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.alsic.com,United States and Canada,United States,"Headquarters
111 South Worcester Street 
Norton, Massachusetts    02766
United States
Main Phone: 508-222-0614","Headquarters
111 South Worcester Street 
Norton, Massachusetts    02766
United States
Main Phone: 508-222-0614"
Cray Inc. (NasdaqGS:CRAY),NasdaqGS:CRAY,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.cray.com,United States and Canada,United States,"Headquarters
901 Fifth Avenue
Suite 1000 
Seattle, Washington    98164
United States
Main Phone: 206-701-2000
Main Fax: 206-701-2500","Headquarters
901 Fifth Avenue
Suite 1000 
Seattle, Washington    98164
United States
Main Phone: 206-701-2000
Main Fax: 206-701-2500"
"Cree, Inc. (NasdaqGS:CREE)",NasdaqGS:CREE,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.cree.com,United States and Canada,United States,"340 Storke Road 
Goleta, California    93117
United States
Main Phone: 805-968-9460
Main Fax: 805-968-9811

Headquarters
4600 Silicon Drive 
Durham, North Carolina    27703
United States
Main Phone: 919-407-5300
Main Fax: 919-313-5558
Other Phone: 800-533-2583","Headquarters
4600 Silicon Drive 
Durham, North Carolina    27703
United States
Main Phone: 919-407-5300
Main Fax: 919-313-5558
Other Phone: 800-533-2583"
"CSG Systems International, Inc. (NasdaqGS:CSGS)",NasdaqGS:CSGS,359713,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.csgi.com,United States and Canada,United States,"Headquarters
9555 Maroon Circle 
Englewood, Colorado    80112
United States
Main Phone: 303-200-2000

Delaware
United States","Headquarters
9555 Maroon Circle 
Englewood, Colorado    80112
United States
Main Phone: 303-200-2000"
CSP Inc. (NasdaqGM:CSPI),NasdaqGM:CSPI,-,Information Technology (Primary),Public Company,Nasdaq Global Market (NasdaqGM),-,www.cspi.com,United States and Canada,United States,"Headquarters
175 Cabot Street
Suite 210 
Lowell, Massachusetts    01854
United States
Main Phone: 978-954-5038
Other Phone: 800-325-3110","Headquarters
175 Cabot Street
Suite 210 
Lowell, Massachusetts    01854
United States
Main Phone: 978-954-5038
Other Phone: 800-325-3110"
CSRA Inc. (NYSE:CSRA),NYSE:CSRA,572169,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.csra.com,United States and Canada,United States,"Headquarters
3170 Fairview Park Drive 
Falls Church, Virginia    22042
United States
Main Phone: 703-641-2000","Headquarters
3170 Fairview Park Drive 
Falls Church, Virginia    22042
United States
Main Phone: 703-641-2000"
CTS Corporation (NYSE:CTS),NYSE:CTS,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.ctscorp.com,United States and Canada,United States,"2375 Cabot Drive 
Lisle, Illinois    60532
United States

Headquarters
2375 Cabot Drive 
Lisle, Illinois    60532
United States
Main Phone: 630-577-8800

34, Londonderry Road 
Londonderry, New Hampshire    03053
United States
Main Phone: 603-421-2546
Main Fax: 603-421-1763","Headquarters
2375 Cabot Drive 
Lisle, Illinois    60532
United States
Main Phone: 630-577-8800"
"CUI Global, Inc. (NasdaqCM:CUI)",NasdaqCM:CUI,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.cuiglobal.com,United States and Canada,United States,"Headquarters
20050 SW 112th Avenue 
Tualatin, Oregon    97062
United States
Main Phone: 503-612-2300
Main Fax: 503-612-2385
Other Phone: 800-275-4899","Headquarters
20050 SW 112th Avenue 
Tualatin, Oregon    97062
United States
Main Phone: 503-612-2300
Main Fax: 503-612-2385
Other Phone: 800-275-4899"
CVD Equipment Corporation (NasdaqCM:CVV),NasdaqCM:CVV,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.cvdequipment.com,United States and Canada,United States,"Headquarters
355 South Technology Drive 
Central Islip, New York    11722
United States
Main Phone: 631-981-7081
Main Fax: 631-981-7095

1881 Lakeland Avenue 
Ronkonkoma, New York    11779
United States","Headquarters
355 South Technology Drive 
Central Islip, New York    11722
United States
Main Phone: 631-981-7081
Main Fax: 631-981-7095"
CyberOptics Corporation (NasdaqGM:CYBE),NasdaqGM:CYBE,-,Information Technology (Primary),Public Company,Nasdaq Global Market (NasdaqGM),-,www.cyberoptics.com,United States and Canada,United States,"Headquarters
5900 Golden Hills Drive 
Minneapolis, Minnesota    55416
United States
Main Phone: 763-542-5000
Main Fax: 763-542-5100","Headquarters
5900 Golden Hills Drive 
Minneapolis, Minnesota    55416
United States
Main Phone: 763-542-5000
Main Fax: 763-542-5100"
Cypress Semiconductor Corporation (NasdaqGS:CY),NasdaqGS:CY,128600,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.cypress.com,United States and Canada,United States,"Headquarters
198 Champion Court 
San Jose, California    95134
United States
Main Phone: 408-943-2600","Headquarters
198 Champion Court 
San Jose, California    95134
United States
Main Phone: 408-943-2600"
CYREN Ltd. (NasdaqCM:CYRN),NasdaqCM:CYRN,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.cyren.com,United States and Canada,United States,"Headquarters
1430 Spring Hill Road
Suite 330 
McLean, Virginia    22102
United States
Main Phone: 703-760-3320
Main Fax: 703-760-3321","Headquarters
1430 Spring Hill Road
Suite 330 
McLean, Virginia    22102
United States
Main Phone: 703-760-3320
Main Fax: 703-760-3321"
Daktronics Inc. (NasdaqGS:DAKT),NasdaqGS:DAKT,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.daktronics.com,United States and Canada,United States,"Headquarters
201 Daktronics Drive 
Brookings, South Dakota    57006
United States
Main Phone: 605-692-0200
Other Phone: 800-325-8766","Headquarters
201 Daktronics Drive 
Brookings, South Dakota    57006
United States
Main Phone: 605-692-0200
Other Phone: 800-325-8766"
